#Mod_Priority,#Mod_Status,#Mod_Name,#Note,#Primary_Category,#Nexus_ID,#Mod_Nexus_URL,#Mod_Version,#Install_Date,#Download_File_Name
"1208","+","Redoran Prefect Armor Open Faced Helmets ES","","Armour",177909,"https://www.nexusmods.com/skyrimspecialedition/mods/177909","1.2.0.0","2026/05/17 21:15:21","Open Faced Helmets ES-177909-1-2-1776722525.rar"
"1209","+","Redoran Prefect Armor SPID","","Armour",177810,"https://www.nexusmods.com/skyrimspecialedition/mods/177810","1.3.0.0","2026/05/17 21:15:05","SPID-177810-1-3-1776898067.zip"
"1210","+","HDT-SMP College Mage Robes","","Armour",183045,"https://www.nexusmods.com/skyrimspecialedition/mods/183045","f1.01","2026/06/21 23:22:27","HDT-SMP College Mage Robes.7z"
"1211","+","Stalhrim Heavy Samurai Armor - HIMBO","Traduccion DSD uso personal","Armour",183777,"https://www.nexusmods.com/skyrimspecialedition/mods/183777","1.1.0.0","2026/06/28 19:26:47","Stalhrim_Heavy_Samurai_Armor_1.1_kATsMWciH.7z"
"1212","+","Stalhrim Heavy Samurai Armor - Compatibility Patches","","Armour",183777,"https://www.nexusmods.com/skyrimspecialedition/mods/183777","1.0.0.0","2026/06/28 19:27:02","Stalhrim_Heavy_Samurai_Armor_-_Patches_1_vlGiB9WZS.7z"
"1213","+","Viking Armor Collection","Traduccion DSD uso personal","Armour",192595,"https://www.nexusmods.com/skyrimspecialedition/mods/192595","1.0.0.0","2026/09/23 19:51:02","Viking Armor Collection 4k Textures 192595 1.0.0 2026-09-21T13-44Z 4t2yDc0DM.rar"
"1214","+","Viking Armor Collection SkyPatched","","Armour",152684,"https://www.nexusmods.com/skyrimspecialedition/mods/152684","2.6.0.0","2026/09/23 19:53:04","Viking Armor Collection SkyPatched-152684-2-6-1765653139.7z"
"1215","-","Khajiit Paw botas parches_separator","","",-1,"","","",""
"1216","+","Paw Boots - A standalone patch for Khajiit Paw (digitigrade looking feet)","","Armour",93342,"https://www.nexusmods.com/skyrimspecialedition/mods/93342","1.0.0.0","2026/05/04 15:06:26","PawBoots for Khajiit Paw-93342-1-0-1686521754.zip"
"1217","+","Pawboots for Dragon Armor and Weapon","","Patches",103289,"https://www.nexusmods.com/skyrimspecialedition/mods/103289","1.0.0.0","2026/05/04 15:06:27","Pawboots for Dragon Armor and Weapon-103289-1-0-1698173051.zip"
"1218","+","Pawboots for CC Civil War Champion","","Patches",103744,"https://www.nexusmods.com/skyrimspecialedition/mods/103744","1.0.0.0","2026/05/04 15:06:27","Pawboots for CC Civil War Champion-103744-1-0-1698771694.zip"
"1219","+","Pawboots for Moon Monk's Robes","","Patches",103499,"https://www.nexusmods.com/skyrimspecialedition/mods/103499","1.0.0.0","2026/05/04 15:06:27","Pawboots for Moon Monk's Robes-103499-1-0-1698484029.zip"
"1220","+","Pawboot for Lunar Guard armor","","Patches",100392,"https://www.nexusmods.com/skyrimspecialedition/mods/100392","1.1.0.0","2026/05/04 15:06:26","Lunar Guard PawBoot 1.1-100392-1-1-1694633447.zip"
"1221","+","Khajiit Paws - MY patches - Sons of skyrim","","Patches",123758,"https://www.nexusmods.com/skyrimspecialedition/mods/123758","1.0.0.0","2026/05/04 15:04:14","Sons of Skyrim-123758-1-0-1720456114.zip"
"1222","-","Mochilas_separator","","",-1,"","","",""
"1223","+","Adventurer HDT-SMP Armor","","Armour",91741,"https://www.nexusmods.com/skyrimspecialedition/mods/91741","1.0.0.0","2026/05/04 14:52:05","Adventurer Armor-91741-1-0-1684570948.rar"
"1224","+","Adventurer HDT-SMP Armor SPANISH por Cavhesnir","","Armour",124992,"https://www.nexusmods.com/skyrimspecialedition/mods/124992","1.0.0.0","2026/05/04 14:52:06","Adventurer Armor SPANISH-124992-1-0-1721723336.rar"
"1225","+","Campfire - Complete Camping System (Supports Skyrim VR)","","NPC",667,"https://www.nexusmods.com/skyrimspecialedition/mods/667","1.12.1.0SEVR","2026/05/04 14:57:01","Campfire 1.12.1SEVR Release-667-1-12-1SEVR.zip"
"1226","+","Campfire - Complete Camping System - Castellano - Spanish","","User Interface",1676,"https://www.nexusmods.com/skyrimspecialedition/mods/1676","1.12.1.0SEVR","2026/05/04 14:57:01","Campfire - Complete Camping System-1676-1-12-1SEVR-1739635967.zip"
"1227","+","Campfire Cloaks use slot 46 only","","Crafting",94409,"https://www.nexusmods.com/skyrimspecialedition/mods/94409","1.0.0.0","2026/05/04 14:57:01","Campfire Cloaks Patch-94409-1-1687823716.zip"
"1228","+","Campfire - Script Optimization","","Bug Fixes",149913,"https://www.nexusmods.com/skyrimspecialedition/mods/149913","1.0.0.0","2026/05/04 14:57:01","Campfire - Script Optimization-149913-1-1747076439.rar"
"1229","+","Druid Backpack - Mihail Armors and Clothes (SE-AE version)","","Armour",36576,"https://www.nexusmods.com/skyrimspecialedition/mods/36576","3.0.0.0","2026/05/04 14:58:00","druid backpack (se-ae) v3-36576-3-1653622743.rar"
"1230","+","Druid Backpack - Mihail Armors and Clothes (SE-AE version) Espanol","","Armour",14834,"https://www.nexusmods.com/skyrimspecialedition/mods/14834","3.0.0.0","2026/05/04 14:58:03","druid backpack (se-ae) v3 SPANOL-14834-3-1680114656.zip"
"1231","+","HDT-SMP Traveler's Backpack All Colors Crafting and Rebalancing","","Items and Objects - Player",111906,"https://www.nexusmods.com/skyrimspecialedition/mods/111906","1.1.1.0","2026/05/04 15:00:39","Traveler's Backpack HDT-SMP ACCAR 1.1.1-111906-1-1-1-1708216941.7z"
"1232","+","HDT-SMP Traveler's Backpack All Colors Crafting and Rebalancing - SPANISH","","Items and Objects - Player",119565,"https://www.nexusmods.com/skyrimspecialedition/mods/119565","1.1.1.0","2026/05/04 15:00:40","Traveler's Backpack HDT-SMP ACCAR 1.1.1 - SPANISH-119565-1-1-1-1715823173.rar"
"1233","+","Optional No Debuffs HDT-SMP Traveler's Backpack","","Items and Objects - Player",111906,"https://www.nexusmods.com/skyrimspecialedition/mods/111906","1.1.1.0","2026/05/04 15:06:20","Optional No Debuffs HDT-SMP Traveler's Backpack-111906-1-1-1-1708269307.7z"
"1234","+","Traveler's Backpack - Optional No Debuffs HDT-SMP - Spanish","","Items and Objects - Player",119565,"https://www.nexusmods.com/skyrimspecialedition/mods/119565","1.1.1.0","2026/05/04 15:10:40","Traveler's Backpack - Optional No Debuffs HDT-SMP-119565-1-1-1-1715823391.rar"
"1235","+","Nirn Necessities - SMP Accessories","Instale todo lo necesario a la fecha","Clothing and Accessories",112481,"https://www.nexusmods.com/skyrimspecialedition/mods/112481","f1.03","2026/05/23 23:22:26","Nirn Necessities - SMP Accessories-112481-1-03-1731887957.7z"
"1236","+","Nirn Necessities - SMP Accessories - Spanish","","Clothing and Accessories",142401,"https://www.nexusmods.com/skyrimspecialedition/mods/142401","1.0.3.0","2026/05/04 15:05:49","Nirn Necessities - SMP Accessories ES-142401-1-03-1740137341.rar"
"1237","+","Seasoned Traveller Armor SE by Xtudo","","Armour",70222,"https://www.nexusmods.com/skyrimspecialedition/mods/70222","2.1.0.0","2026/05/04 15:08:07","Seasoned Traveller Armor and Accessories by Xtudo SE-AE - 2K-70222-1-3-1674657934.7z"
"1238","+","Seasoned Traveller Armor SE-AE by Xtudo - Spanish Translation","","Armour",142602,"https://www.nexusmods.com/skyrimspecialedition/mods/142602","2.1.0.0","2026/05/04 15:08:07","Seasoned Traveller Armor by Xtudo (2K) - Spanish-142602-2-1-1740265983.rar"
"1239","+","Seasoned Traveller Armor and Accessories by Xtudo SE-AE - HDT ARMORS","","Armour",70222,"https://www.nexusmods.com/skyrimspecialedition/mods/70222","1.0.0.0","2026/05/04 15:08:06","Seasoned Traveller Armor and Accessories by Xtudo SE-AE - HDT ARMORS-70222-1-1656113071.7z"
"1240","+","Seasoned Traveller Armor and Accessories by Xtudo SE-AE - HDT BACKPACKS","","Armour",70222,"https://www.nexusmods.com/skyrimspecialedition/mods/70222","1.3.0.0","2026/05/04 15:08:07","Seasoned Traveller Armor and Accessories by Xtudo SE-AE - HDT BACKPACKS-70222-1-3-1674657975.7z"
"1241","+","Wet and Cold SE","Instale todo lo necesario a la fecha traduccion dsd uso personal con el archivo de supercento","Immersion",644,"https://www.nexusmods.com/skyrimspecialedition/mods/644","2.4.0.0","2026/05/21 22:08:03","Wet and Cold SE v2.4.0-644-2-4-0-1601332084.7z"
"1242","+","Wet and Cold - Script Optimization","","Patches",150763,"https://www.nexusmods.com/skyrimspecialedition/mods/150763","1.0.0.0","2026/07/27 17:09:42","Wet and Cold - Script Optimization-150763-1-1747992989.rar"
"1243","+","Realistic Baggage - Main File - No Debuff version - With Campfire","","Overhauls",145315,"https://www.nexusmods.com/skyrimspecialedition/mods/145315","2.1.0.0","2026/05/04 15:07:55","Main File - No Debuff version - With Campfire-145315-2-1-1743512365.7z"
"1244","+","Realistic Baggage - A Complete Rebalance Overhaul for Bags and Pouches - Traduccion Spanish","","Overhauls",146443,"https://www.nexusmods.com/skyrimspecialedition/mods/146443","2.1.0.0","2026/05/04 15:07:55","4 Main File - No Debuff version - with Campfire-146443-2-1-1748284628.rar"
"1245","+","Realistic Baggage - Adventurer Armor","","Overhauls",145315,"https://www.nexusmods.com/skyrimspecialedition/mods/145315","2.1.0.0","2026/05/04 15:07:55","Realistic Baggage - Adventurer Armor-145315-2-1-1743512557.7z"
"1246","+","Realistic Baggage - Campfire","","Overhauls",145315,"https://www.nexusmods.com/skyrimspecialedition/mods/145315","2.1.0.0","2026/05/04 15:07:55","Realistic Baggage - Campfire-145315-2-1-1743512860.7z"
"1247","+","Realistic Baggage - CC Backpacks","","Overhauls",145315,"https://www.nexusmods.com/skyrimspecialedition/mods/145315","2.1.0.0","2026/05/04 15:07:55","Realistic Baggage - CC Backpacks-145315-2-1-1743512886.7z"
"1248","+","Realistic Baggage - Mihail's Druid Backpack","","Overhauls",145315,"https://www.nexusmods.com/skyrimspecialedition/mods/145315","2.1.0.0","2026/05/04 15:07:55","Realistic Baggage - Mihail's Druid Backpack-145315-2-1-1743512913.7z"
"1249","+","Realistic Baggage - Nirn Necessities","","Overhauls",145315,"https://www.nexusmods.com/skyrimspecialedition/mods/145315","2.1.0.0","2026/05/04 15:07:55","Realistic Baggage - Nirn Necessities-145315-2-1-1743512946.7z"
"1250","+","Realistic Baggage - Seasoned Traveller","","Overhauls",145315,"https://www.nexusmods.com/skyrimspecialedition/mods/145315","2.1.0.0","2026/05/04 15:07:55","Realistic Baggage - Seasoned Traveller-145315-2-1-1743512979.7z"
"1251","+","Realistic Baggage - Traveller's Backpack","","Overhauls",145315,"https://www.nexusmods.com/skyrimspecialedition/mods/145315","2.1.0.0","2026/05/04 15:07:55","Realistic Baggage - Traveller's Backpack-145315-2-1-1743513014.7z"
"1252","+","Realistic Baggage - Wet and Cold","","Overhauls",145315,"https://www.nexusmods.com/skyrimspecialedition/mods/145315","2.1.0.0","2026/05/04 15:07:55","Realistic Baggage - Wet and Cold-145315-2-1-1743513039.7z"
"1253","+","Opcionales - Realistic Baggage by Stormhand","","Overhauls",146443,"https://www.nexusmods.com/skyrimspecialedition/mods/146443","2.1.0.0","2026/05/04 15:06:18","Opcionales - Realistic Baggage by Stormhand-146443-2-1-1748284739.rar"
"1254","-","LoTD_separator","","",-1,"","","",""
"1255","+","Legacy of the Dragonborn V6","","",11802,"https://www.nexusmods.com/skyrimspecialedition/mods/11802","6.10.2.0","2026/09/07 00:35:32","E:/Descargas E/Legacy of the Dragonborn V6 11802 6.10.2 2026-09-04T02-01Z Ks18n0f9c.7z"
"1256","+","Legacy of the Dragonborn Patches (Official)","traducido dsd uso personal abajo - Instale todo lo necesario a la fecha","Patches",30980,"https://www.nexusmods.com/skyrimspecialedition/mods/30980","6.10.9.0","2026/07/31 21:44:45","Legacy of the Dragonborn Patches (Official) 30980 6.10.9 2026-07-31T13-36Z oPpNfUO6h.7z"
"1257","+","Legacy of the Dragonborn - The Curator's Companion","traducido dsd uso personal abajo - Instale todo lo necesario a la fecha","User Interface",38529,"https://www.nexusmods.com/skyrimspecialedition/mods/38529","7.0.10.0","2026/09/12 22:12:59","Legacy of the Dragonborn - The Curators Companion 38529 7.0.10 2026-09-09T19-51Z Sx9oEwOZp.7z"
"1258","+","LoTD Inventory Icons for DIII","","User Interface",174601,"https://www.nexusmods.com/skyrimspecialedition/mods/174601","1.0.0.0","2026/05/22 18:53:59","LoTD Inventory Icons-174601-1-0-0-1773386906.zip"
"1259","+","Legacy of the Dragonborn - Rudy's Silver Patch","Rudy's Misc - Rudy HQ Silverware Rudy 102 Version required.","Patches",104348,"https://www.nexusmods.com/skyrimspecialedition/mods/104348","1.0.0.0","2026/05/30 17:03:57","LotD - Rudy's HQ Silver Patch-104348-1-0-1699505334.7z"
"1260","+","Legacy of the Dragonborn - Interesting NPCs Patch","traduccion dsd uso personal usada de eslizon","Patches",39834,"https://www.nexusmods.com/skyrimspecialedition/mods/39834","1.40.0.0","2026/08/17 23:19:48","Legacy of the Dragonborn - Interesting NPCs Patch-39834-1-40-1726603222.7z"
"1261","+","Traducciones DSD MIAS DE LoTD","del parche 6.10.8 y del oficial 6.10.2 y the curators companion","",0,"","","2026/05/22 18:36:04",""
"1262","-","UI_separator","","",-1,"","","",""
"1263","+","Object Categorization Framework","","Utilities",81469,"https://www.nexusmods.com/skyrimspecialedition/mods/81469","6.1.0.0","2026/05/04 15:06:14","Object Categorization Framework-81469-6-1-0-1736820849.zip"
"1264","+","TrueHUD","","User Interface",62775,"https://www.nexusmods.com/skyrimspecialedition/mods/62775","1.1.10.0","2026/08/31 19:31:41","TrueHUD 62775 1.1.10 2026-08-31T16-21Z 31i7IoHze.7z"
"1265","+","TrueHUD - HUD Additions - Castellano - Spanish","","User Interface",112895,"https://www.nexusmods.com/skyrimspecialedition/mods/112895","1.1.10.0","2026/08/31 19:32:43","TrueHUD - HUD Additions-112895-1-1-9-1709328863.zip"
"1266","+","TrueHUD - Inventory Injector Patch","","User Interface",157139,"https://www.nexusmods.com/skyrimspecialedition/mods/157139","1.5.0.0","2026/09/14 17:57:27","TrueHUD - Inventory Injector Patch 157139 1.5 2026-09-13T01-41Z 6XybdaQbA.zip"
"1267","+","TrueHUD Focus","","User Interface",187483,"https://www.nexusmods.com/skyrimspecialedition/mods/187483","1.0.0.0","2026/08/06 21:18:35","TrueHUD Focus 187483 1 2026-08-06T00-10Z qTl1SxR4R.zip"
"1268","+","TrueHUD Focus - Spanish","","User Interface",187583,"https://www.nexusmods.com/skyrimspecialedition/mods/187583","1.0.0.0","2026/08/06 21:48:38","TrueHUD Focus Spanish 187583 1 2026-08-07T01-42Z kATsMWhM5.7z"
"1269","+","STB Widgets","se configura desde menu skse con F1","User Interface",136148,"https://www.nexusmods.com/skyrimspecialedition/mods/136148","3.0.0.0","2026/09/07 00:34:49","STB Widgets 136148 3.0 2026-09-02T14-16Z FpnkHZYxp.7z"
"1270","+","STB Active Effects","","User Interface",140002,"https://www.nexusmods.com/skyrimspecialedition/mods/140002","2.1.0.0","2026/09/07 00:34:33","STB Active Effects 140002 2.1 2026-09-02T14-13Z RHaV1OpYA.7z"
"1271","+","Quest Journal Overhaul","","User Interface",141295,"https://www.nexusmods.com/skyrimspecialedition/mods/141295","1.3.0.0","2026/05/04 15:07:49","Quest Journal Overhaul-141295-1-3-1742568550.zip"
"1272","+","Quest Journal Overhaul - Spanish","","User Interface",141364,"https://www.nexusmods.com/skyrimspecialedition/mods/141364","1.3.0.0","2026/05/04 15:07:49","Quest Journal Overhaul - ES-141364-1-3-1742919686.7z"
"1273","+","Quest Journal Overhaul - Tabs Addon","agrega pestañas a Quest Journal Overhaul","User Interface",181887,"https://www.nexusmods.com/skyrimspecialedition/mods/181887","1.2.0.0","2026/07/18 19:49:48","QJO - Tabs Addon 181887 1.2 2026-07-18T10-13Z UK35XnzUQ.zip"
"1274","+","The Missing Pages - QJO Style Stats and System Pages","nuevo estilo  de menu de configuracion","User Interface",182224,"https://www.nexusmods.com/skyrimspecialedition/mods/182224","1.2.0.0","2026/07/01 20:15:47","QJO_Style_Stats_and_System_Pages_1.2_587RqT2Ky.zip"
"1275","+","Quest Journal Overhaul - No More Cut-Off Quest Names","","User Interface",186999,"https://www.nexusmods.com/skyrimspecialedition/mods/186999","f1.02","2026/08/01 21:54:20","QJO - No More Cut Off Quest Names 186999 1.02 2026-08-01T22-47Z oPpNfUO3p.zip"
"1276","+","Quest Journal Overhaul - Unofficial Mods Support","","User Interface",141837,"https://www.nexusmods.com/skyrimspecialedition/mods/141837","1.1.0.0","2026/05/04 15:07:49","Quest Journal Overhaul - Unofficial Mods Support-141837-1-1-1739869773.7z"
"1277","+","A Quality World Map","","User Interface",5804,"https://www.nexusmods.com/skyrimspecialedition/mods/5804","9.0.1.0","2026/05/04 14:52:00","9.0.1 A Quality World Map - Vivid with Stone Roads-5804-9-0-1.zip"
"1278","+","ImprovedCameraSE-NG-v2.0.0.1215","","",0,"","2.0.0.1215","2026/05/04 15:03:14","E:/Descargas E/ImprovedCameraSE-NG-v2.0.0.1215.7z"
"1279","+","Improved Camera - Patch Collection","","Patches",94096,"https://www.nexusmods.com/skyrimspecialedition/mods/94096","4.0.0.0","2026/05/04 15:03:14","Improved Camera Patch Collection-94096-7-1710817691.zip"
"1280","+","Experience","","Skills and Leveling",17751,"https://www.nexusmods.com/skyrimspecialedition/mods/17751","3.7.4.0","2026/09/07 00:34:05","Experience 17751 3.7.4 2026-09-06T17-17Z pQ0AZ3wMz.7z"
"1281","+","Experience - MCM","","Skills and Leveling",65880,"https://www.nexusmods.com/skyrimspecialedition/mods/65880","1.4.0.0","2026/05/04 14:58:37","Experience - MCM-65880-1-4-0-1719661135.7z"
"1282","+","Experience MCM - Traduccion Spanish","","",147006,"https://www.nexusmods.com/skyrimspecialedition/mods/147006","1.4.0.1","2026/05/04 14:58:38",""
"1283","+","Experience - Creation Club Main Quest Patchs - CC Quest AIO","","Patches",77408,"https://www.nexusmods.com/skyrimspecialedition/mods/77408","1.0.0.0","2026/05/04 14:58:37","CCQuest - Experience Patch-77408-1-0-1666295784.rar"
"1284","+","Experience - Creation Club Main Quest Patchs - USCCCP","","Patches",77408,"https://www.nexusmods.com/skyrimspecialedition/mods/77408","1.0.0.0","2026/05/04 14:58:37","Unofficial Skyrim Creation Club Content Patch - Patch-77408-1-0-1666326465.rar"
"1285","+","Experience - Creation Club Main Quest Patchs - Spanish","","Patches",143680,"https://www.nexusmods.com/skyrimspecialedition/mods/143680","1.0.0.0","2026/05/04 14:58:37","E:/Descargas E/Compressed/Experience - Creation Club Main Quest Patchs - Spanish.rar"
"1286","+","Custom Skills Framework","","Skills and Leveling",41780,"https://www.nexusmods.com/skyrimspecialedition/mods/41780","3.2.0.0","2026/09/07 00:33:39","Custom Skills Framework 41780 3.2.0 2026-09-03T00-01Z 6XybdaK92.7z"
"1287","+","Custom Skills Menu - A Custom Skills Framework Unified Menu","","User Interface",62423,"https://www.nexusmods.com/skyrimspecialedition/mods/62423","1.1.5.0","2026/05/04 14:57:45","Custom Skill Menu-62423-1-1-7-1688378925.zip"
"1288","+","Denji - Custom Skills Menu for CSF v3 (1.4.1)","","User Interface",130095,"https://www.nexusmods.com/skyrimspecialedition/mods/130095","1.4.1.0","2026/05/04 14:57:50","Denji-130095-1-4-1-1749279549.zip"
"1289","+","Custom Skills Menu - Custom Icons","","User Interface",106000,"https://www.nexusmods.com/skyrimspecialedition/mods/106000","2.0.0.0","2026/05/04 14:57:45","Custom Icons CSF-106000-2-0-1715802637.zip"
"1290","+","Compass Navigation Overhaul","","User Interface",74484,"https://www.nexusmods.com/skyrimspecialedition/mods/74484","2.2.0.0","2026/05/04 14:57:39","Compass Navigation Overhaul-74484-2-2-0-1710712304.rar"
"1291","+","CoMAP - Common Marker Addon Project","Intale todo lo necesario a la fecha - Traduje con dsd uso personal","User Interface",56123,"https://www.nexusmods.com/skyrimspecialedition/mods/56123","4.5.0.0","2026/08/28 21:12:32","CoMAP 56123 4.5.0 2026-08-27T18-06Z n0oTCme8Z.zip"
"1292","+","Better Third Person Selection - BTPS","","Gameplay",64339,"https://www.nexusmods.com/skyrimspecialedition/mods/64339","0.8.9.0","2026/05/04 14:53:58","Better Third Person Selection (AE - SE)-64339-0-8-9-1749297418.7z"
"1293","+","BetterThirdPersonSelection - Spanish - MCM.txt","","Gameplay",151109,"https://www.nexusmods.com/skyrimspecialedition/mods/151109","0.8.9.0","2026/05/04 14:53:59","BetterThirdPersonSelection - Spanish - TXT-151109-0-8-9-1749857899.rar"
"1294","+","Skyrim Vanity System","reemplazo a Skyrim Outfit System SE Revived Default hotkey: F6","Visuals and Graphics",175182,"https://www.nexusmods.com/skyrimspecialedition/mods/175182","1.4.10.0","2026/05/04 15:08:54","Skyrim Vanity System-175182-v1-4-10-1777394364.zip"
"1295","+","Skyrim Vanity System - Spanish","","User Interface",178773,"https://www.nexusmods.com/skyrimspecialedition/mods/178773","1.4.10.0","2026/05/04 15:08:55","Skyrim Vanity System   Spanish-178773-1-4-10-1777429766.rar"
"1296","+","Simple Outfit Manager","para crear set de armadura","Gameplay",72330,"https://www.nexusmods.com/skyrimspecialedition/mods/72330","2.3.0.0","2026/05/04 15:08:15","Simple Outfit Manager-72330-2-3-1737049559.zip"
"1297","+","Simple Outfit Manager - Spanish","","",174746,"https://www.nexusmods.com/skyrimspecialedition/mods/174746","2.3.0.0","2026/05/04 15:08:15","Simple Outfit Manager - Spanish-174746-2-3-1773539859.rar"
"1298","+","jump button text(ENG translation)","lo traduje a español","Patches",151890,"https://www.nexusmods.com/skyrimspecialedition/mods/151890","1.1.0.0","2026/05/04 15:03:42","jump button text(ENG translation)-151890-1-0-1767941850.zip"
"1299","+","Show Follower Carry Weight","","User Interface",99878,"https://www.nexusmods.com/skyrimspecialedition/mods/99878","0.1.0.0","2026/05/04 15:08:08","Show Follower Carry Weight-99878-0-1-1693785033.7z"
"1300","+","Show Mount Carry Weight","","User Interface",101704,"https://www.nexusmods.com/skyrimspecialedition/mods/101704","0.1.0.0","2026/05/04 15:08:08","Show Mount Carry Weight-101704-0-1-1696204639.zip"
"1301","+","Show Pet Carry Weight","","User Interface",147073,"https://www.nexusmods.com/skyrimspecialedition/mods/147073","1.0.0.0","2026/05/04 15:08:08","Show Pet Carry Weight-147073-1-0-1744066475.zip"
"1302","+","Widescreen Scale Removed","","User Interface",136793,"https://www.nexusmods.com/skyrimspecialedition/mods/136793","1.1.0.0","2026/08/31 19:33:25","Widescreen Scale Removed 136793 1.1.0 2026-08-31T11-14Z VMSnJrAvo.7z"
"1303","+","Where Are You - Lookup And Track Followers and other NPCs","","Utilities",76063,"https://www.nexusmods.com/skyrimspecialedition/mods/76063","2.0.2.0","2026/05/04 15:11:24","Where Are You - 2.0.2-76063-2-0-2-1674889135.zip"
"1304","+","Where Are You - Lookup And Track Followers and other NPCs - Traduccion Spanish","","Utilities",102932,"https://www.nexusmods.com/skyrimspecialedition/mods/102932","2.0.2.0","2026/05/04 15:11:24","Traduccion Spanish Where Are You-102932-2-0-2-1697737665.rar"
"1305","+","SkyUI Weapons Pack SE","","User Interface",37231,"https://www.nexusmods.com/skyrimspecialedition/mods/37231","1.3.0.0","2026/05/04 15:09:05","SkyUI Weapons Pack SE 1.3-37231-1-3-1592760261.zip"
"1306","+","Show Player In Menus","","User Interface",81291,"https://www.nexusmods.com/skyrimspecialedition/mods/81291","2.0.3.0","2026/05/04 15:08:08","Show Player In Menus-81291-2-0-3-1675683703.zip"
"1307","+","Show Player In Menus - Spanish Translation","","User Interface",82185,"https://www.nexusmods.com/skyrimspecialedition/mods/82185","2.0.3.0","2026/05/04 15:08:09","Show Player In Menus - Spanish Translation-82185-2-0-3-1699355415.rar"
"1308","+","Show Player In Menus - Persistent Zoom Fix","","User Interface",168734,"https://www.nexusmods.com/skyrimspecialedition/mods/168734","1.0.0.0","2026/05/04 15:08:08","Show Player In Menus - Persistent Zoom Fix-168734-1-0-0-1767461946.rar"
"1309","+","Yes Im Sure","","User Interface",24898,"https://www.nexusmods.com/skyrimspecialedition/mods/24898","1.7.0.0","2026/05/04 15:11:29","YesImSure-24898-1-7-0-1666563689.zip"
"1310","+","VioLens - A Killmove Mod SE","","Combat",668,"https://www.nexusmods.com/skyrimspecialedition/mods/668","2.30.0.0","2026/05/04 15:11:03","VioLens - A Killmove Mod SE 2.30-668-2-30-1641929178.7z"
"1311","+","Kaputt - Melee Killmove Manager","ya no requiere de ","Combat",78063,"https://www.nexusmods.com/skyrimspecialedition/mods/78063","1.3.1.0","2026/07/21 18:58:51","Kaputt 78063 1.3.1 2026-07-20T15-39Z RHaV1O97c.7z"
"1312","+","Constructible Object Custom Keyword System","","User Interface",81409,"https://www.nexusmods.com/skyrimspecialedition/mods/81409","1.2.0.0","2026/08/28 21:12:43","Crafting Categories for SkyUI 81409 1.2.0 2026-08-27T13-29Z xDLPwGadv.7z"
"1313","+","Constructible Object Custom Keyword System - Castellano - Spanish","","User Interface",94143,"https://www.nexusmods.com/skyrimspecialedition/mods/94143","1.1.1.0","2026/05/04 14:57:42","Constructible Object Custom Keyword System-94143-1-1-1-1726079996.zip"
"1314","+","The Dragonborn's Bestiary","","User Interface",123521,"https://www.nexusmods.com/skyrimspecialedition/mods/123521","1.5.2.0","2026/05/04 15:10:09","The Dragonborn's Bestiary-123521-1-5-2-1739063915.zip"
"1315","+","The Dragonborn's Bestiary - SPANISH","","User Interface",124438,"https://www.nexusmods.com/skyrimspecialedition/mods/124438","1.5.2.0","2026/05/04 15:10:12","The Dragonborn's Bestiary - SPANISH-124438-1-5-2-1739148024.rar"
"1316","+","The Dragonborn's Bestiary - Bears of the North Add-On","","User Interface",123521,"https://www.nexusmods.com/skyrimspecialedition/mods/123521","1.0.0.0","2026/05/04 15:10:11","Bears of the North Add-On-123521-1-0-1720368841.zip"
"1317","+","Detection Meter","","User Interface",63057,"https://www.nexusmods.com/skyrimspecialedition/mods/63057","1.11.0.0","2026/05/04 14:57:50","Detection Meter-v1.11-63057-v1-11-1710345932.7z"
"1318","+","SkyALERT - Detection Meter Vanilla Presets","","User Interface",72045,"https://www.nexusmods.com/skyrimspecialedition/mods/72045","1.0.0.0","2026/05/04 15:08:37","Detection Meter Redesign - SkyALERT-72045-1-0-1658674226.zip"
"1319","-","Artifact Tracker","no esta en nexus se usa como LoTD","",36,"https://www.nexusmods.com/skyrimspecialedition/mods/36","1.0.11.0","2026/05/04 14:52:41","E:/Descargas E/Compressed/Artifact Tracker-36-1.0.11-2023.10.28-[mod.pub].7z"
"1320","+","QuickLoot IE - A QuickLoot EE Fork","","User Interface",120075,"https://www.nexusmods.com/skyrimspecialedition/mods/120075","4.1.3.0","2026/09/17 17:54:25","QuickLoot IE 120075 4.1.3 2026-09-17T20-17Z izKcFpI7X.zip"
"1321","+","QuickLoot Redesigned","","User Interface",192433,"https://www.nexusmods.com/skyrimspecialedition/mods/192433","1.1.0.0","2026/09/22 19:09:04","QuickLoot Redesigned 192433 1.1 2026-09-20T19-59Z Dc5uGkmjb.zip"
"1322","+","QuickLoot IE - A QuickLoot EE Fork - Spanish","","User Interface",143152,"https://www.nexusmods.com/skyrimspecialedition/mods/143152","4.1.3.0","2026/09/24 17:12:41","QuickLoot IE - A QuickLoot EE Fork ES 143152 4.1.3 2026-09-18T13-18Z PuQ2UKmrY.rar"
"1323","+","Inventory Interface Information Injector","","User Interface",85702,"https://www.nexusmods.com/skyrimspecialedition/mods/85702","1.1.1.0","2026/08/28 21:12:47","Inventory Interface Information Injector (SE) 85702 1.1.1 2026-08-28T16-24Z JrECN23ds.7z"
